RATING,TITLE,VERIFIED,TEXT,DATE
5.0 out of 5 stars,Great!,Verified Purchase,worth buying a brand name,Reviewed in the United Kingdom on 16 April 2020
5.0 out of 5 stars,Great,Verified Purchase,Great,Reviewed in the United Kingdom on 21 February 2020
5.0 out of 5 stars,Great,Verified Purchase,Very nice colours and full of ink. A year later they still work just as new,Reviewed in the United Kingdom on 17 July 2019
5.0 out of 5 stars,Great colours - last for ages!,Verified Purchase,"Good selection of colours, quality tips, and they last for AGES. I think I must have bought some of these 3 years ago and none of them have run out. I use them several times a day in my job and I would not buy another brand.",Reviewed in the United Kingdom on 21 September 2016
5.0 out of 5 stars,Good product,Verified Purchase,Really good colour but they do get dirty real easily but they are very easy to clean aswell so I would recommend buying them,Reviewed in the United Kingdom on 22 December 2020
5.0 out of 5 stars,Great,Verified Purchase,"Great value, lovely colours",Reviewed in the United Kingdom on 23 December 2020
5.0 out of 5 stars,Marks,Verified Purchase,Does the job marks,Reviewed in the United Kingdom on 28 February 2020
5.0 out of 5 stars,LOVE!,Verified Purchase,Absolutely love these! Perfect for my uni notes. Makes it so much easier to revise as i remember with colours. Deffo worth the money.,Reviewed in the United Kingdom on 25 November 2020
5.0 out of 5 stars,The best,Verified Purchase,For price reasons I couldn't resist buying some similar looking highlighter pens brand name 5#.Absolute rubbish hence I'm back to the real deal pens by Stabilo.,Reviewed in the United Kingdom on 10 April 2018
5.0 out of 5 stars,very good quality for a very good price!,Verified Purchase,"these highlighters are definitely worth their price! the colours are beautiful and they work just fine on either, handwritten, or printed text! depending on what kind of pen you used, there  might be slight smudging, but that is not caused by the highlighters!!! i would definitely buy them again and also recommend this product to others!!!",Reviewed in the United Kingdom on 14 March 2013
5.0 out of 5 stars,Quick delivery,Verified Purchase,Good value and quick delivery,Reviewed in the United Kingdom on 17 August 2020
5.0 out of 5 stars,Fabulous!,Verified Purchase,Fab! Perfect for studying as it is not too inky that you can’t see the writing. Doesn’t go through the page which is an all time must for me! And beautiful colours!!,Reviewed in the United Kingdom on 3 January 2021
5.0 out of 5 stars,"fast delivery, great price",Verified Purchase,"A***, price was very good. I brought this as a gift for my daughter as I know she will love the pastel colours.",Reviewed in the United Kingdom on 7 December 2018
5.0 out of 5 stars,Great,Verified Purchase,Brilliant as always. Thanks Stabilo,Reviewed in the United Kingdom on 19 October 2019
5.0 out of 5 stars,Highlighters,Verified Purchase,Excellent value. Good bright colours,Reviewed in the United Kingdom on 2 September 2020
5.0 out of 5 stars,Valve for money,Verified Purchase,cost and speed of delivery,Reviewed in the United Kingdom on 25 February 2020
5.0 out of 5 stars,Highlighters.,Verified Purchase,"These are just as expected and they arrived quickly,",Reviewed in the United Kingdom on 12 October 2019
4.0 out of 5 stars,Great value,Verified Purchase,"Been using stabilo highlighters for years, the orange one is a bit pointless, wish they would just put two yellow ones instead.Otherwise, great value for money and delivered on time.",Reviewed in the United Kingdom on 9 February 2018
5.0 out of 5 stars,Such a good bargain,Verified Purchase,This is so good in other places they are 2 for 1 the longetivity is quite good.,Reviewed in the United Kingdom on 22 May 2019
5.0 out of 5 stars,Excellent pastel highlighters,Verified Purchase,"Excellent pastel highlighters, don't bleed through the page (that is if you have a proper calendar or journal), colours are nice and warm. I recommend",Reviewed in the United Kingdom on 14 April 2018
5.0 out of 5 stars,Great quality and great price,Verified Purchase,Love these on my Christmas tree work well very easy to use,Reviewed in the United Kingdom on 7 September 2019
5.0 out of 5 stars,Excellent,Verified Purchase,Vibrant colours and yes they really do the job,Reviewed in the United Kingdom on 21 April 2020
5.0 out of 5 stars,They work!,Verified Purchase,GCSE/A level students like be them. More subtle than trad colours but still effective.,Reviewed in the United Kingdom on 6 October 2019
5.0 out of 5 stars,Great value for money,Verified Purchase,"Bought as part of a leaving present hamper for a colleague so I didn't get to try them out myself, but she loves them. Great value for money, arrived promptly and well packaged.",Reviewed in the United Kingdom on 6 August 2018
5.0 out of 5 stars,Excellent,Verified Purchase,Excellent,Reviewed in the United Kingdom on 10 January 2020
5.0 out of 5 stars,Stabilo always delivers :),Verified Purchase,"How can you go wrong with Stabilo highlighters? Quality products in a huge variety of shades. It might be that some of the darker shades are a bit difficult to distinguish from the black ink in certain photocopies or printings, but I still find a use for all of them nonetheless.",Reviewed in the United Kingdom on 30 November 2015
5.0 out of 5 stars,Nice highlighters,Verified Purchase,"These were great highlighters, needed them for my studies.",Reviewed in the United Kingdom on 11 December 2019
5.0 out of 5 stars,Great highlighters,TOP 1000 REVIEWER|Verified Purchase,"Great highlighters, would recommend and buy again.",Reviewed in the United Kingdom on 13 October 2019
5.0 out of 5 stars,Good price,Verified Purchase,Nice pens,Reviewed in the United Kingdom on 27 December 2019
5.0 out of 5 stars,Smudge free,Verified Purchase,"Good highlighters, use the brand almost exclusively. I'm left handed so smudging can sometimes be a problem with other or no-name brands, but not a problem with these. The ink distribution isn't too thick either so highlighting most academic books I don't have an issue with the ink sinking through the page.At the time of buying I got the pack for £4 which seems to be a good deal.",Reviewed in the United Kingdom on 21 July 2013
4.0 out of 5 stars,great product,Verified Purchase,"Perfect for school work and revision( that is what I have been using it for). great value for price, had for over a month now and colour still great.",Reviewed in the United Kingdom on 10 February 2020
5.0 out of 5 stars,Very happy,Verified Purchase,Good in sale Lovely colours,Reviewed in the United Kingdom on 4 January 2020
5.0 out of 5 stars,All essential colours are included!,Verified Purchase,"Everything about it is amazing. Pastel colours are everything for a student. But I think it could’ve been a it cheaper due to the fact that there’s aren’t MANY colours, but I guess the essential colours are there",Reviewed in the United Kingdom on 22 March 2021
5.0 out of 5 stars,Great pens,Verified Purchase,My granddaughter loved these pastel colour highlighter pens,Reviewed in the United Kingdom on 21 August 2019
3.0 out of 5 stars,"Nice colours, but ink bleeds and ghosts",Verified Purchase,"These are great colours, but they do some serious bleeding and ghosting through paper. Don't use them on anything that you want to cover double sided!",Reviewed in the United Kingdom on 30 March 2018
5.0 out of 5 stars,Good highlighters,Verified Purchase,Highlighters! Do what it says on the packet. Nice colours. Good price,Reviewed in the United Kingdom on 28 June 2019
5.0 out of 5 stars,Nice colours,Verified Purchase,Really nice pastel colours opposed to the neon colours You normally find. nice to use and not too dark that you can’t read writing underneath!,Reviewed in the United Kingdom on 13 October 2018
5.0 out of 5 stars,every student should have these!,Verified Purchase,"they highlight a bit too wet at the beginning to use in textbooks, but the colours are amazing and these are the first ever highlighters that I have used in textbooks or normal books as they do not glare too much.",Reviewed in the United Kingdom on 25 March 2017
5.0 out of 5 stars,High quality highlighters,Verified Purchase,"These are excellent highlighters in beautiful colors. When new, however, they bleed through the page quite a bit and are very visible on the other side of standard printer paper.",Reviewed in the United Kingdom on 29 May 2020
5.0 out of 5 stars,Nice colours and good value from a known brand,Verified Purchase,"Purchased as a 'Filler item' and felt it is a good item for the price - you can get cheaper versions in the shops, but it's a well known brand, so will hopefully last for a lot longer that the others.",Reviewed in the United Kingdom on 29 May 2017
5.0 out of 5 stars,Amazing!,Verified Purchase,"So cute, the yellow wasn’t really a pastel yellow but they look great, love the colours and amazing quality.",Reviewed in the United Kingdom on 12 January 2019
5.0 out of 5 stars,Worth,Verified Purchase,"Delivered fast, worth the money",Reviewed in the United Kingdom on 2 December 2020
5.0 out of 5 stars,great,Verified Purchase,"great highlighters, £2 for 4 is an amazing deal in my opinion",Reviewed in the United Kingdom on 26 February 2021
5.0 out of 5 stars,The highlight of my life.,Verified Purchase,"The highlighters are very vibrant, but my only concern is that the packaging they are in is quite flimsy and I feel like they have been opened before hand. But welp, nevertheless they work like new and I love the colours!",Reviewed in the United Kingdom on 15 September 2016
5.0 out of 5 stars,Lovely colours,Verified Purchase,Love these highlighters. The only thing is the green isn't as pastel as I hoped,Reviewed in the United Kingdom on 3 December 2019
5.0 out of 5 stars,Very colourful,Verified Purchase,These highlighters are very bright and colourful would highly reccomend I love using them to study and they have lasted me A long time.,Reviewed in the United Kingdom on 3 July 2020
5.0 out of 5 stars,Great,Verified Purchase,Does the job,Reviewed in the United Kingdom on 12 January 2021
5.0 out of 5 stars,We stan,Verified Purchase,"I really like the colour verity. Great highlighters, only complaint is they bleed through the pages a bit.",Reviewed in the United Kingdom on 11 September 2020
5.0 out of 5 stars,Arrived quickly and perfect,Verified Purchase,No problems arrived quickly and perfect for the job I needed.,Reviewed in the United Kingdom on 13 February 2020
4.0 out of 5 stars,"Good colours, good value",Verified Purchase,"These are good highlighters and the colours are very vibrant. My only problem is that on some papers they bleed through but apart from that, they make beautiful notes and can be given as gifts.",Reviewed in the United Kingdom on 18 May 2019
5.0 out of 5 stars,Vivid pastel colours!,Verified Purchase,"Love how high quality these highlighters are. The ink lasts for ages, and they don't dry out. Also great for Instagram photos!",Reviewed in the United Kingdom on 22 January 2019
5.0 out of 5 stars,Neat and sweet,Verified Purchase,Lovely set of markers. Still using them.,Reviewed in the United Kingdom on 25 November 2019
5.0 out of 5 stars,Colours are lovely,Verified Purchase,"The boss, aka my teenage daughter loves these...enough said",Reviewed in the United Kingdom on 8 September 2019
5.0 out of 5 stars,They looked great.,Verified Purchase,These were a gift but they looked great and my sister loved them so winner!,Reviewed in the United Kingdom on 5 May 2019
4.0 out of 5 stars,Good,Verified Purchase,"Colours come out great, not too inky. Just right. Comfortable and portable",Reviewed in the United Kingdom on 9 January 2021
5.0 out of 5 stars,Good colours,Verified Purchase,"Just what I was looking for at a price that was really good, been using them for work to make it stand out job done!!",Reviewed in the United Kingdom on 18 November 2019
5.0 out of 5 stars,Nice colours,Verified Purchase,Does the job nicely. Pastel colours are lovely,Reviewed in the United Kingdom on 9 October 2019
5.0 out of 5 stars,Great,Verified Purchase,Love a highlighter and these colours are mint!! Love them.,Reviewed in the United Kingdom on 7 January 2021
5.0 out of 5 stars,Best brand ever,Verified Purchase,Wouldn’t buy any other brand. These last & the colours are great.,Reviewed in the United Kingdom on 22 June 2019
5.0 out of 5 stars,School requirement!,Verified Purchase,Bought a secondary school requirement!,Reviewed in the United Kingdom on 26 October 2020
5.0 out of 5 stars,Brilliant quality & wide range of colours :-),Verified Purchase,✔ wide range of different colours✔ brilliant quality✔ great packaging - can easily store and carry with youArrived on time too :-)Thank you Amazon:-),Reviewed in the United Kingdom on 20 May 2018
1.0 out of 5 stars,Came dried out,Verified Purchase,"i was so excited to get these and start making notes for class again but when i’d opened the pack and tried them out, 2 of them were dried out and used. Such poor quality and definitely not worth the money",Reviewed in the United Kingdom on 19 September 2020
5.0 out of 5 stars,A brand you can trust,Verified Purchase,Love these new colours. Do a great job of highlighting without being in your face. Very girly.,Reviewed in the United Kingdom on 12 January 2019
5.0 out of 5 stars,Nice pens,Verified Purchase,"Fun, Nice pens and lovely colours. Will buy again.",Reviewed in the United Kingdom on 27 September 2019
5.0 out of 5 stars,AMAZING 😆,Verified Purchase,"These were amazing, I mean they’re like the trend in my school at the moment and everyone has them but you can see why. They’re AMAZING 😆",Reviewed in the United Kingdom on 3 June 2020
5.0 out of 5 stars,Good Item,Verified Purchase,Good Item,Reviewed in the United Kingdom on 25 September 2020
5.0 out of 5 stars,Lovely colours,Verified Purchase,My daughter uses these all of the time for homework and projects. The colours are lovely. Fast delivery and well packaged,Reviewed in the United Kingdom on 12 August 2018
5.0 out of 5 stars,Easy on eyes,Verified Purchase,It is good colours and not sure abt longetivity as it's still not finish . Good pastel colour as easy in eyes,Reviewed in the United Kingdom on 14 February 2021
3.0 out of 5 stars,Shame they looked like they had been opened,Verified Purchase,"Love the product it could get 5 stars, just deducted stars because the sticky label that should seal the inner pack has been taken off and stuck in another place. Makes me think that someone had opened them up to have a go. Outer packaging was fine.",Reviewed in the United Kingdom on 31 March 2018
4.0 out of 5 stars,Does what it needs to,Verified Purchase,"Pastel colours are great for using on work, can still see clearly through the pen",Reviewed in the United Kingdom on 23 March 2019
1.0 out of 5 stars,Colours are very bright - not pastel as they appear in the online image,Verified Purchase,Bought the product because I wanted pastel colours. Really disappointed when they turned out to be bright and not at all the same as in the online image.,Reviewed in the United Kingdom on 27 August 2020
5.0 out of 5 stars,STABILO BOSS HIGHLIGHTERS.,Verified Purchase,The best high-lighters on the market.The best a man can get.,Reviewed in the United Kingdom on 10 July 2019
5.0 out of 5 stars,Very good product.,Verified Purchase,I am obsessed with quirky stationary and although these aren't that unusual the colours are great.,Reviewed in the United Kingdom on 15 December 2018
4.0 out of 5 stars,Love these!,Verified Purchase,"I love these highlighters as they are very affordable and are great for organising my revision notes! A nice size and easy to hold, didn't realise the lid fits onto the end of the pen. All colours are very true to the packaging colours and I would recommend these as they also last a very long time!! Will definitely buy again when these run out. Only problem is, they do attract dirt very easily so I wouldn't keep them in the same pencil case as a pencil as the lead will get onto the highlighter easily!",Reviewed in the United Kingdom on 14 February 2015
5.0 out of 5 stars,Quality,Verified Purchase,"Arrived on time. Stability  Boss  Original Highlighter - Assorted Colours, Wallet of 8.Excellent value for money. Super quality of Highlighters. Great selection of colours. Suitable for all types of uses.",Reviewed in the United Kingdom on 31 January 2017
4.0 out of 5 stars,Good,Verified Purchase,Good,Reviewed in the United Kingdom on 18 April 2020
5.0 out of 5 stars,Recommend,Verified Purchase,Excellent quality. I've bought a few different brands to cut costs but ended up regretting it because they dried out quickly and the colours were not as good/didn't match the images. These don't dry out quickly and the colours are great.,Reviewed in the United Kingdom on 16 December 2015
5.0 out of 5 stars,Great buy,Verified Purchase,"I am a stationery nut. These are great value, good performance. Nice choice of colours.",Reviewed in the United Kingdom on 29 September 2017
5.0 out of 5 stars,satisfied :),Verified Purchase,"the colours are lovely and vibrant, the highlighters are easy to hold, and the bleed-through onto the other side of the paper is minimalhappy with this purchase :)",Reviewed in the United Kingdom on 7 April 2021
4.0 out of 5 stars,Great brand,Verified Purchase,What you would expect.. been divided between kids already.. reasonably priced,Reviewed in the United Kingdom on 14 November 2018
5.0 out of 5 stars,Great and fast delivery,Verified Purchase,Great and fast delivery,Reviewed in the United Kingdom on 17 February 2020
5.0 out of 5 stars,highlighters,Verified Purchase,excellent highlighters,Reviewed in the United Kingdom on 7 January 2020
5.0 out of 5 stars,Lovely colours,Verified Purchase,My daughter loves the colours,Reviewed in the United Kingdom on 8 August 2020
1.0 out of 5 stars,Not red there pink,Verified Purchase,Please be aware pink not red as advertised could bought anywhere,Reviewed in the United Kingdom on 23 October 2019
5.0 out of 5 stars,I absolutely love these!!!,Verified Purchase,Been looking for a pastel highlighter because I don't like the super neon ones... i am so delighted I found these... 👍👍👍,Reviewed in the United Kingdom on 4 July 2018
5.0 out of 5 stars,Great quality,Verified Purchase,These were a must have for daughter as she started to prepare for her gcse's. Great colours that don't bleed through the paper and the fact they were in cute pastels made them all the more desired,Reviewed in the United Kingdom on 4 July 2018
3.0 out of 5 stars,Highlighter Stabilo Boss Original,Verified Purchase,"good , very handy",Reviewed in the United Kingdom on 23 November 2020
5.0 out of 5 stars,Good strong colours,Verified Purchase,Great for working from home,Reviewed in the United Kingdom on 14 September 2020
5.0 out of 5 stars,Brilliant,Verified Purchase,Great value set with all the best colours.,Reviewed in the United Kingdom on 10 May 2019
5.0 out of 5 stars,Totally satisfied,Verified Purchase,Good product,Reviewed in the United Kingdom on 22 February 2020
5.0 out of 5 stars,Would recommend,Verified Purchase,Great product,Reviewed in the United Kingdom on 5 October 2019
5.0 out of 5 stars,5 stara,Verified Purchase,Love doing work with these,Reviewed in the United Kingdom on 8 June 2020
5.0 out of 5 stars,LOVE the pastels,Verified Purchase,"LOVE the pastel colours, great Stabilo quality too, regular use and not drying out. Waited for the price to come down a little bit and overall pleased with value for money too.",Reviewed in the United Kingdom on 23 April 2018
5.0 out of 5 stars,The colours are great and quality perfect,Verified Purchase,The pastel colours are lovely!!,Reviewed in the United Kingdom on 18 April 2021
5.0 out of 5 stars,LOVE,Verified Purchase,"Really pretty highlighters, a bit more unusual than your more luminous highlighters.  Have used these for around three years and each set has lasted really well (almost a year) with extensive use! A must have for secondary school age teens.",Reviewed in the United Kingdom on 16 October 2019
4.0 out of 5 stars,Four Stars,Verified Purchase,Very please with this product. All as detailed and arrived promptly.,Reviewed in the United Kingdom on 28 July 2017
5.0 out of 5 stars,Highlight of my day. First class items. I ...,Verified Purchase,Highlight of my day. First class items. I can now highlight the tv programs I want to watch in my tv times magazine as opposed to logging into ceefax or asking Maureen in the post office.,Reviewed in the United Kingdom on 2 May 2018
3.0 out of 5 stars,Goodbye but might dry out,Verified Purchase,They were all perfect except for the light green it was dried out but if you get a good of better pack it would be a lot better otherwise lovely colours and last a long time,Reviewed in the United Kingdom on 2 April 2019
5.0 out of 5 stars,Lovely pastel colours.,Verified Purchase,Lovely pastel colours.  These are good quality and last a while,Reviewed in the United Kingdom on 21 May 2019
5.0 out of 5 stars,Perfect,Verified Purchase,"I bought these for college, as I have a lot of revision to do and these highlighters are perfect. They are very vibrant and are much better than other brands of highlighters who sell them for a cheaper price. Stabilo Boss highlighters last a very long time and it is worth the money, rather than wasting your money on different brands of highlighters which run out within a couple of months.",Reviewed in the United Kingdom on 3 May 2015
5.0 out of 5 stars,simply thevery best,Verified Purchase,"they are highlighters , so, what do you think I use them for??",Reviewed in the United Kingdom on 17 June 2019
5.0 out of 5 stars,"Good quality, much better than rival brands",Verified Purchase,Good quality and a must buy for my teenager - EVERYONE at school apparently has them. Best value I found,Reviewed in the United Kingdom on 3 October 2018
5.0 out of 5 stars,Good prodact,Verified Purchase,"These highlighters made me WANT to study just so I could see the pretty colours! Unlike typical fluorescent highlighters, these are not harsh on the eyes and can make all notes - no matter how scruffy - look presentable and that you put time and effort into them.",Reviewed in the United Kingdom on 9 March 2018
5.0 out of 5 stars,Quality,Verified Purchase,Great,Reviewed in the United Kingdom on 30 October 2019
5.0 out of 5 stars,Good,Verified Purchase,I haven't actually used these yet but they are exactly what the pictures suggest. Stabilo is a great brand and so I know these pens will be good without even trying them. Delivery was quick and I'm pleased I purchased them.,Reviewed in the United Kingdom on 17 February 2019
5.0 out of 5 stars,Great value,Verified Purchase,"Highlighters, who doesn’t like a highlighter. Great price.",Reviewed in the United Kingdom on 30 January 2019
5.0 out of 5 stars,"Finally, pastel!",Verified Purchase,"So much better than the original, in your face ridiculous highlighters. Great for bullet journaling!",Reviewed in the United Kingdom on 27 October 2018
5.0 out of 5 stars,Amazing,Verified Purchase,Amazing pastel colours. Beautiful and jazzes up my work! 💗,Reviewed in the United Kingdom on 14 October 2019
5.0 out of 5 stars,Great,Verified Purchase,Love it,Reviewed in the United Kingdom on 9 May 2020
5.0 out of 5 stars,Brilliant highlights. Best on the market.,Verified Purchase,"These highlighters are fantastic, the build quality is flawless and the ink delivers a bright highlight every time. More expensive than other brands sure, but these highlights don't smear the ink which you're highlighting over as I have found with cheaper brands.",Reviewed in the United Kingdom on 1 October 2015
5.0 out of 5 stars,Good,Verified Purchase,Good Value,Reviewed in the United Kingdom on 8 February 2020
